DateTime,SaturatedThickness,WaterLevel,WaterElevation
1/31/2002,109.2444444,134.7555556,3706.244444
2/28/2002,109.3369565,134.6630435,3706.336957
3/31/2002,109.432069,134.566,3706.432069
4/30/2002,109.5552,134.4448,3706.5552
5/31/2002,109.4416667,134.5816129,3706.441667
6/30/2002,107.166,136.834,3704.166
7/31/2002,106.1363333,137.8364516,3703.136333
8/31/2002,107.5753333,136.4225806,3704.575333
9/30/2002,108.0216667,135.9783333,3705.021667
10/31/2002,107.3875,136.6125,3704.3875
11/30/2002,107.0704167,136.5195833,3704.070417
12/31/2002,106.7533333,137.2466667,3703.753333
1/31/2003,107.5733333,136.4266667,3704.573333
2/28/2003,107.9316667,136.082,3704.931667
3/31/2003,108.1257143,135.86,3705.125714
4/30/2003,108.2728571,135.7183333,3705.272857
5/31/2003,106.7314286,137.5316667,3703.731429
6/30/2003,104.9983333,139.0016667,3701.998333
7/31/2003,104.795,139.205,3701.795
8/31/2003,105.1333333,138.8666667,3702.133333
9/30/2003,105.8483333,138.1516667,3702.848333
10/31/2003,106.5233333,137.4766667,3703.523333
11/30/2003,106.0616667,137.9383333,3703.061667
12/31/2003,104.9916667,139.0083333,3701.991667
1/31/2004,105.1628571,138.8566667,3702.162857
2/29/2004,103.646,140.354,3700.646
3/31/2004,105.02,138.98,3702.02
4/30/2004,105.9166667,138.0833333,3702.916667
5/31/2004,106.2933333,137.726,3703.293333
6/30/2004,105.9883333,137.8716667,3702.988333
7/31/2004,106.025,137.975,3703.025
8/31/2004,106.3133333,137.6866667,3703.313333
9/30/2004,106.3683333,137.6316667,3703.368333
10/31/2004,106.3385714,137.6583333,3703.338571
11/30/2004,106.2616667,137.7383333,3703.261667
12/31/2004,106.1742857,137.8266667,3703.174286
1/31/2005,106.0942857,137.9066667,3703.094286
2/28/2005,106.04,137.962,3703.04
3/31/2005,106.0766667,137.9233333,3703.076667
4/30/2005,106.0916667,137.9083333,3703.091667
5/31/2005,105.9785714,138.0083333,3702.978571
6/30/2005,105.99,138.01,3702.99
7/31/2005,105.8366667,138.165,3702.836667
8/31/2005,105.1916667,138.8083333,3702.191667
9/30/2005,105.4208333,138.5436369,3702.420833
10/31/2005,105.65,138.4264098,3702.65
11/30/2005,105.675,138.3896129,3702.675
12/31/2005,105.6875,138.3992484,3702.6875
1/31/2006,105.7,138.2789404,3702.7
2/28/2006,105.6816667,138.3091827,3702.681667
3/31/2006,105.6366667,138.3528161,3702.636667
4/30/2006,105.58,138.4088839,3702.58
5/31/2006,105.49,138.4863945,3702.49
6/30/2006,104.33,140.0682785,3701.33
7/31/2006,102.74,141.6501626,3699.74
8/31/2006,102.0116667,141.9396,3699.011667
9/30/2006,101.53,142.4695169,3698.53
