DateTime,SaturatedThickness,WaterLevel,WaterElevation
1/31/2002,91.63,117.7693333,3549.23
2/28/2002,91.44166667,117.9242857,3549.041667
3/31/2002,91.305,118.0854839,3548.905
4/30/2002,91.135,118.2493333,3548.735
5/31/2002,91.07333333,118.3351724,3548.673333
6/30/2002,91.03666667,118.3536667,3548.636667
7/31/2002,90.85,118.5325806,3548.45
8/31/2002,90.57666667,118.8106452,3548.176667
9/30/2002,90.30333333,119.0773333,3547.903333
10/31/2002,90.055,119.326129,3547.655
11/30/2002,89.80666667,119.5753333,3547.406667
12/31/2002,89.64833333,119.7451613,3547.248333
1/31/2003,89.68166667,119.7180645,3547.281667
2/28/2003,89.90833333,119.4878571,3547.508333
3/31/2003,90.18571429,119.363871,3547.785714
4/30/2003,90.02166667,119.37,3547.621667
5/31/2003,90.01,119.3880645,3547.61
6/30/2003,89.835,119.54125,3547.435
7/31/2003,89.635,119.7567742,3547.235
8/31/2003,89.40666667,119.9809677,3547.006667
9/30/2003,89.20666667,120.1816667,3546.806667
10/31/2003,89.105,120.3022581,3546.705
11/30/2003,88.99,120.3722222,3546.59
12/31/2003,87.58166667,122.4457143,3545.181667
1/31/2004,86.77,122.6180645,3544.37
2/29/2004,86.54714286,122.8272414,3544.147143
3/31/2004,86.39666667,123.0132258,3543.996667
4/30/2004,86.285,123.1116667,3543.885
5/31/2004,86.3,123.106129,3543.9
6/30/2004,86.19333333,123.1973333,3543.793333
7/31/2004,85.90666667,123.4754839,3543.506667
8/31/2004,85.585,123.7951613,3543.185
9/30/2004,85.30666667,124.0813333,3542.906667
10/31/2004,85.01666667,124.3683871,3542.616667
11/30/2004,84.64333333,124.7231034,3542.243333
12/31/2004,84.238,125.1739286,3541.838
1/31/2005,83.76,125.6074194,3541.36
2/28/2005,83.47428571,125.9564286,3541.074286
3/31/2005,83.25666667,126.1335484,3540.856667
4/30/2005,83.06333333,126.324,3540.663333
5/31/2005,82.83,126.5558065,3540.43
6/30/2005,82.52833333,126.8703333,3540.128333
7/31/2005,82.105,127.3096774,3539.705
8/31/2005,81.605,127.7906452,3539.205
9/30/2005,81.21,128.1923333,3538.81
10/31/2005,80.99166667,128.4341935,3538.591667
11/30/2005,80.85666667,128.5786667,3538.456667
12/31/2005,80.755,128.6887097,3538.355
1/31/2006,80.67428571,128.7652823,3538.274286
2/28/2006,80.56833333,128.8670762,3538.168333
3/31/2006,80.34333333,129.047282,3537.943333
4/30/2006,80.13333333,129.2442098,3537.733333
5/31/2006,79.93833333,129.433538,3537.538333
